date,forecast,real
2025-05-09,123.0584033717994,201.9683700000001
2025-05-10,124.2043839636141,131.63524
2025-05-11,144.87970080767843,202.0035099999999
2025-05-12,142.8237710162667,139.3013799999999
2025-05-13,87.8554091954181,38.74930000000001
2025-05-14,185.89967549199037,212.6894799999998
2025-05-15,176.75137725046181,185.04905
2025-05-16,131.58426904851072,142.30559
2025-05-17,143.09353332687093,175.0240499999999
2025-05-18,166.72390806603812,173.5442899999999
2025-05-19,148.78764382570728,103.1937399999999
2025-05-20,81.7341674784796,55.29259000000002
2025-05-21,200.282224132388,175.77805
2025-05-22,177.05110312758993,197.0307199999999
2025-05-23,153.7523622605678,134.47645
2025-05-24,131.5127309715735,149.0436
2025-05-25,156.04390248204086,167.40091
2025-05-26,136.3214290801898,103.98584
2025-05-27,83.05111836009867,17.271
2025-05-28,188.78745815942818,210.2092999999998
2025-05-29,173.83154390314277,188.5216099999999
2025-05-30,139.70594509812787,141.5631099999999
2025-05-31,133.25561197214165,86.86504000000001
2025-06-01,133.65801897014825,139.67812
2025-06-02,105.7419728235639,89.51398000000007
2025-06-03,45.489880188118605,32.88170000000001
2025-06-04,172.92914421428154,183.13809
2025-06-05,153.46299028408674,160.5494699999999
2025-06-06,123.07025684088698,128.7458100000001
2025-06-07,105.6720355468885,109.02509
2025-06-08,132.27765808224754,138.5049799999999
2025-06-09,106.56892699143417,86.97842000000003
2025-06-10,45.40515347387348,30.5087
2025-06-11,172.8093790888012,179.7510499999999
2025-06-12,155.55936513901878,150.8249699999999
2025-06-13,123.88534007949609,116.48088
2025-06-14,106.51748952572851,83.62742000000003
2025-06-15,130.50412451508828,115.7348999999999
2025-06-16,103.18619000989601,100.24038
2025-06-17,44.43115523242773,34.12700000000002
2025-06-18,169.97164848861303,183.7756499999998
2025-06-19,151.5173203207301,155.3261399999999
2025-06-20,123.71753191444735,128.14851
2025-06-21,106.66642465398844,85.1376
2025-06-22,130.9065067863914,89.71074999999999
2025-06-23,102.54050739098354,92.63301999999996
2025-06-24,44.15407390146874,30.43278
2025-06-25,168.48931454056557,177.6043999999999
2025-06-26,149.9297218809239,158.5706
2025-06-27,121.14340960660604,148.9487399999999
2025-06-28,105.43264205937001,104.01156
2025-06-29,129.74823196117867,104.75887
2025-06-30,103.42163387210158,95.94565999999996
2025-07-01,44.567480663696884,36.29493
2025-07-02,170.27158902883158,186.8845099999998
2025-07-03,151.33113035207904,154.4643499999999
2025-07-04,123.08606585888866,132.05846
2025-07-05,107.6457587712771,113.7140399999999
2025-07-06,131.60735039743722,114.0157899999999
2025-07-07,106.0982967676621,99.92971000000001
2025-07-08,46.160242119939156,26.11511999999999
2025-07-09,178.02305380880765,241.5393399999997
2025-07-10,159.4238725033055,156.4825899999999
2025-07-11,127.92975437915798,141.4274499999999
2025-07-12,110.51129610076448,119.5338499999999
2025-07-13,135.6975201536133,120.04561
2025-07-14,107.07518061036568,84.36529000000002
2025-07-15,45.9034266685061,35.3901
2025-07-16,177.85144017974375,199.8899399999998
2025-07-17,161.71831212865328,164.8045799999998
2025-07-18,130.84939355050076,146.3257099999999
2025-07-19,112.06905310107788,112.8433799999999
2025-07-20,137.304765694098,128.5413599999999
2025-07-21,108.24161899090757,94.00973000000003
2025-07-22,46.883908172395216,45.55970000000001
2025-07-23,180.4049057496216,183.78747
2025-07-24,161.24405047952942,156.5330399999999
2025-07-25,129.67996794411002,138.6292
2025-07-26,111.94287458995892,120.43198
2025-07-27,140.6379163384842,151.55657
2025-07-28,111.88334627439528,111.14149
2025-07-29,47.965457431787996,26.5896
2025-07-30,185.07517626313347,182.4819199999999
2025-07-31,166.2272191692013,143.4052300000001
2025-08-01,125.36968994140625,119.0852599999999
2025-08-02,127.9859390258789,74.38842000000002
2025-08-03,160.67210388183594,97.27376000000004
2025-08-04,130.2210693359375,56.40904999999999
2025-08-05,65.87653350830078,0.0
2025-08-06,192.330078125,224.39765
2025-08-07,159.74667358398438,172.2369899999998
2025-08-08,112.26316833496094,143.4513000000001
2025-08-09,106.22196960449219,110.4405
2025-08-10,124.79243469238281,157.2222099999999
2025-08-11,111.42142486572266,97.81278
2025-08-12,47.847164154052734,18.24284
2025-08-13,171.46876525878906,203.24988
2025-08-14,153.63223266601562,166.36829
2025-08-15,112.6572036743164,128.5130699999999
2025-08-16,99.12183380126953,100.86419
2025-08-17,124.77942657470703,119.6416199999999
2025-08-18,109.30337524414062,92.21248000000001
2025-08-19,47.27464294433594,26.3817
2025-08-20,168.4435577392578,227.8598499999998
2025-08-21,143.48802185058594,153.7273099999999
2025-08-22,107.19010162353516,160.34059
2025-08-23,101.0261001586914,111.80635
2025-08-24,130.25498962402344,115.05501
2025-08-25,108.3222427368164,83.58226000000005
2025-08-26,60.01203155517578,42.2844
2025-08-27,176.42649841308594,214.5401299999998
2025-08-28,159.65036010742188,173.8100499999999
2025-08-29,161.8199005126953,169.75899
2025-08-30,156.42776489257812,120.76947
2025-08-31,170.29678344726562,150.6086799999998
2025-09-01,127.47582113256414,94.30643000000003
2025-09-02,66.1949027289236,36.60910000000001
2025-09-03,200.7437127171485,228.7529600000001
2025-09-04,178.02623518794164,181.7458199999998
2025-09-05,137.27159266874204,161.9210199999999
2025-09-06,120.35711089530433,149.16672
2025-09-07,159.27778939227153,127.8303799999999
2025-09-08,120.40828624066134,101.94298
2025-09-09,62.244921671682235,22.9896
2025-09-10,193.33964888256,300.9053799999998
2025-09-11,172.7426292026652,263.4056499999997
2025-09-12,134.02227435334592,171.6832499999998
2025-09-13,111.95668340152586,109.6269200000001
2025-09-14,153.36130490171033,172.1673699999998
2025-09-15,115.98450483360894,125.7381799999999
2025-09-16,57.95841338710038,17.74339
2025-09-17,194.13638399797395,184.45316
2025-09-18,172.7695854853033,159.2547499999999
2025-09-19,128.27882961131414,128.51271
2025-09-20,107.16591524812941,90.13020999999999
2025-09-21,144.37439485821264,93.91956000000002
2025-09-22,107.93623409064988,71.42538
2025-09-23,50.68556274078508,20.98134
2025-09-24,191.54081774077176,266.1418099999997
2025-09-25,175.34704704586605,237.6933099999998
2025-09-26,136.67667133371856,166.57156
2025-09-27,117.43612306451384,107.12458
2025-09-28,157.28574601875027,122.25346
2025-09-29,125.71729800180891,88.92913000000003
2025-09-30,68.64449378878203,2.04
2025-10-01,162.63832524549446,237.70257
2025-10-02,146.425900345068,156.61208
2025-10-03,118.07963953384187,161.2326599999999
2025-10-04,101.95428766272168,116.29484
2025-10-05,125.26241806656385,139.9798299999999
2025-10-06,99.96271898477578,90.61156000000003
2025-10-07,42.68871069515893,2.28
2025-10-08,164.4396113338308,220.0964999999999
2025-10-09,146.46982157569514,219.6186599999999
2025-10-10,118.48427639492665,144.0687599999999
2025-10-11,101.89436586063357,135.9386399999999
2025-10-12,127.25180972228114,128.5398
2025-10-13,102.02480940692465,76.50811000000003
2025-10-14,44.27545197119298,2.94
2025-10-15,170.6930351454272,235.1276299999999
2025-10-16,153.15268158911084,186.74941
2025-10-17,123.58850818954984,150.5023699999999
2025-10-18,107.51585661780076,125.02157
2025-10-19,135.84783462993943,155.8752
2025-10-20,108.78030233055966,90.58520000000001
2025-10-21,46.74296027307026,2.1901
2025-10-22,177.479382379291,214.30233
2025-10-23,158.10105262753268,198.36752
2025-10-24,129.2064452043254,158.23523
2025-10-25,113.52030592072734,130.49747
2025-10-26,141.0955048859184,119.28341
2025-10-27,113.23814997362786,92.69949000000004
2025-10-28,48.53672445905495,1.98
2025-10-29,185.8512000231353,205.3583299999997
2025-10-30,166.78779357370547,174.7603899999999
2025-10-31,136.13174568170345,153.5055299999999
2025-11-01,116.39970093910671,157.10613
2025-11-02,155.82252082498238,171.4120399999999
2025-11-03,125.70936299790549,109.54649
2025-11-04,79.46540374255552,36.13506000000001
2025-11-05,204.29503413375159,170.2104799999999
2025-11-06,189.14214632666722,197.0754699999998
2025-11-07,157.30965721758432,160.67687
2025-11-08,142.86478369402286,154.17862
2025-11-09,180.8330387573825,144.17227
2025-11-10,150.4035873835582,112.06488
2025-11-11,100.65188753169522,50.57625
2025-11-12,224.44266377696997,301.7630800000002
2025-11-13,208.97409411734324,295.3177699999997
2025-11-14,176.19446878499124,269.09961
2025-11-15,158.81264849958805,237.66938
2025-11-16,196.58357688242765,253.36524
2025-11-17,165.06951560093572,206.58863
2025-11-18,121.69422920038551,79.80225000000002
2025-11-19,250.48006375062158,302.3735999999998
2025-11-20,230.73277292692427,315.3730400000001
2025-11-21,197.95513657549185,248.32918
2025-11-22,184.3776627847058,195.0825199999999
2025-11-23,224.32442550115996,251.1308799999999
2025-11-24,194.11108054856834,194.1127
2025-11-25,138.97506393786335,74.50415000000001
2025-11-26,263.92728783220815,306.3123700000002
2025-11-27,250.34653954762575,273.1129700000002
2025-11-28,219.53930713539964,252.7159
2025-11-29,203.82089417507459,192.8944899999999
2025-11-30,241.1068811624593,210.3080199999999
2025-12-01,189.79989624023438,171.01987
2025-12-02,161.7394561767578,147.75081
2025-12-03,235.17684936523438,244.7188899999999
2025-12-04,202.00437927246094,241.3747999999999
2025-12-05,170.59722900390625,179.9871699999999
2025-12-06,186.17465209960938,164.3187699999999
2025-12-07,206.1876220703125,183.3370999999999
2025-12-08,178.71080017089844,149.79475
2025-12-09,173.57437133789062,110.38395
2025-12-10,226.50967407226562,253.54654
2025-12-11,182.64016723632812,237.4517199999998
2025-12-12,187.36703491210938,206.6243899999998
2025-12-13,183.58609008789062,174.66231
2025-12-14,199.977783203125,177.52691
2025-12-15,181.6894989013672,126.7030199999999
2025-12-16,199.9678192138672,133.84498
2025-12-17,243.501708984375,254.9333999999999
2025-12-18,223.1992950439453,250.9724099999998
2025-12-19,219.73077392578125,266.4269899999998
2025-12-20,211.79269409179688,225.8526599999998
2025-12-21,224.5334930419922,195.4315899999999
2025-12-22,177.5548095703125,176.75187
2025-12-23,130.98208618164062,143.38428
2025-12-24,173.46485900878906,165.46054
2025-12-25,156.00181579589844,91.14350000000002
2025-12-26,222.0066680908203,328.4249299999998
2025-12-27,277.7911682128906,364.4274699999999
2025-12-28,306.8424987792969,250.3422899999999
2025-12-29,238.80462646484375,244.5282399999999
2025-12-30,124.25392150878906,163.1446599999999
2025-12-31,205.5659637451172,155.85436
